Linha 472 |claim_uid: 3oihkb |cord_uid: vlhbe3bt |title: Senior_medical_students_as_assistants_in_medicine_in_COVID-19_crisis:_a_realist_evaluation_protocol |doi: 10.1136/bmjopen-2020-045822 |numerical_claims: As_more_'lines_of_enquiry'_27_are_identified,_for_example,_through_interviews_with_key_stakeholders_who_have_been_involved_in_initiating_and_developing_the_Assistant_in_Medicine_programme,_these_will_be_followed_up_and_further_literature_searches_will_be_conducted_(dovetailing_onto_our_realist_synthesis). |publish_time: 06/09/2021 |authors: Monrouxe,_Lynn_V,_Hockey,_Peter,_Khanna,_Priya,_Klinner,_Christiane,_Mogensen,_Lise,_O'Mara,_D_A,_Roach,_Abbey,_Tobin,_Stephen,_Davids,_Jennifer_Ann |journal: BMJ_Open |country: Australia |institution: University_of_Sydney
Linha 155 |claim_uid: 2dexki |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: Then,_we_constructed_a_network,_where_a_node_represents_a_cytokine,_and_an_edge_between_two_nodes_was_built_if_the_corresponding_absolute_correlation_coefficient_is_larger_than_0.4,_a_cutoff_that_is_usually_considered_to_be_a_moderate_correlation. |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 156 |claim_uid: 1uiyjr |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: At_baseline,_COVID-19_samples_showed_enriched_frequency_of_clusters_4,_5,_7,_and_8,_which_express_markers_of_activation,_HD_samples_were_skewed_toward_cluster_1,_which_exhibits_a_naive_phenotype_(Fig._2D_-E,_p_<_0.001_for_all_clusters). |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 157 |claim_uid: 4wuacb |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: Clusters_1_and_2_showed_lowest_CD44_expression_indicating_na_ve-like_phenotype,_and_cluster_3_showed_GZMB_expression. |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 158 |claim_uid: 1vhwji |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: These_results_suggest_that_clusters_1_and_2_are_largely_composed_of_less_activated_CD4_+_T_cells,_while_17)_and_COVID-19_(n_=_22)_patients_using_an_unbiased_multivariate_t-mixture_model,_which_identified_10_CD4_+_sub-clusters_that_reflect_statistically_distinct_cell_activation_states. |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 159 |claim_uid: 5amnzh |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: In_contrast_to_our_CD8_+_T_cell_results,_wherein_the_phenotypically-naive_cluster_1_sustained_its_level_during_CD24Fc_treatment_(Fig._2),_clusters_1_and_2_from_the_CD4_+_T_cell_population_decreased_upon_CD24Fc_treatment,_which_we_believe_reflects_reduced_activation. |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 160 |claim_uid: 4gloev |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: In_contrast,_mean_activation_scores_were_significantly_different_between_placebo_and_CD24Fc-treated_at_all_other_time_points_(D2,_p_=_0.001,_D4,_p_<_0.001,_D8,_p_<_0.001),_with_the_most_marked_difference_on_day_8. |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 161 |claim_uid: 7uhktr |cord_uid: ba3y86x8 |title: Treatment_with_soluble_CD24_attenuates_COVID-19-associated_systemic_immunopathology |doi: 10.1186/s13045-021-01222-y |numerical_claims: Clusters_7_and_10_showed_CD3_expression_indicating_NKT_cell_property,_and_cluster_11_expressed_multiple_activation_markers_suggesting_hyperactivated_phenotype. |publish_time: 10/01/2022 |authors: Song,_No-Joon,_Allen,_Carter,_Vilgelm,_Anna_E.,_Riesenberg,_Brian_P.,_Weller,_Kevin_P.,_Reynolds,_Kelsi,_Chakravarthy,_Karthik_B.,_Kumar,_Amrendra,_Khatiwada,_Aastha,_Sun,_Zequn,_Ma,_Anjun,_Chang,_Yuzhou,_Yusuf,_Mohamed,_Li,_Anqi,_Zeng,_Cong,_Evans,_John_P.,_Bucci,_Donna,_Gunasena,_Manuja,_Xu,_Menglin,_Liyanage,_Namal_P._M.,_Bolyard,_Chelsea,_Velegraki,_Maria,_Liu,_Shan-Lu,_Ma,_Qin,_Devenport,_Martin,_Liu,_Yang,_Zheng,_Pan,_Malvestutto,_Carlos_D.,_Chung,_Dongjun,_Li,_Zihai |journal: J_Hematol_Oncol |country: USA |institution: The_Ohio_State_University_James_Comprehensive_Cancer_Center
Linha 933 |claim_uid: 7sxdfk |cord_uid: rpn82jcd |title: Predictors_of_willingness_to_get_a_COVID-19_vaccine_in_the_U.S |doi: 10.1186/s12879-021-06023-9 |numerical_claims: A_global_study_found_that_72%_of_people_would_take_a_Covid-19_vaccine_if_proven_safe_and_effective,_but_willingness_varied_widely_between_nations. |publish_time: 12/04/2021 |authors: Kelly,_Bridget_J.,_Southwell,_Brian_G.,_McCormack,_Lauren_A.,_Bann,_Carla_M.,_MacDonald,_Pia_D._M.,_Frasier,_Alicia_M.,_Bevc,_Christine_A.,_Brewer,_Noel_T.,_Squiers,_Linda_B. |journal: BMC_Infect_Dis |country: USA |institution: RTI_International
Linha 934 |claim_uid: 9ldeqg |cord_uid: rpn82jcd |title: Predictors_of_willingness_to_get_a_COVID-19_vaccine_in_the_U.S |doi: 10.1186/s12879-021-06023-9 |numerical_claims: Seventeen_percent_had_a_BMI_over_40,_and_26%_had_one_or_more_underlying_medical_conditions_that_could_put_them_at_higher_risk_of_severe_illness_from_the_virus. |publish_time: 12/04/2021 |authors: Kelly,_Bridget_J.,_Southwell,_Brian_G.,_McCormack,_Lauren_A.,_Bann,_Carla_M.,_MacDonald,_Pia_D._M.,_Frasier,_Alicia_M.,_Bevc,_Christine_A.,_Brewer,_Noel_T.,_Squiers,_Linda_B. |journal: BMC_Infect_Dis |country: USA |institution: RTI_International
Linha 664 |claim_uid: 2evslt |cord_uid: i33dndt8 |title: Medicine_and_surgery_residents’_perspectives_on_the_impact_of_COVID-19_on_graduate_medical_education |doi: 10.1080/10872981.2020.1818439 |numerical_claims: The_second_block_progressed_in_stepwise_fashion_(stepping_criteria_was_set_at_=_0.05_for_entry_and_=_0.10_for_removal_from_the_model)_using_likelihood_ratios. |publish_time: 13/09/2020 |authors: Rana,_Tanvi,_Hackett,_Christopher,_Quezada,_Timothy,_Chaturvedi,_Abhishek,_Bakalov,_Veli,_Leonardo,_Jody,_Rana,_Sandeep |journal: Medical_education_online |country: USA |institution: Sidney_Kimmel_Medical_College
Linha 665 |claim_uid: 5nfque |cord_uid: i33dndt8 |title: Medicine_and_surgery_residents’_perspectives_on_the_impact_of_COVID-19_on_graduate_medical_education |doi: 10.1080/10872981.2020.1818439 |numerical_claims: Overall,_50%_(48_of_96)_of_survey_respondents_believed_that_the_COVID-19_crisis_had_a_negative_impact_on_their_clinical_experience,_but_that_the_experience_could_be_made_up_in_the_future. |publish_time: 13/09/2020 |authors: Rana,_Tanvi,_Hackett,_Christopher,_Quezada,_Timothy,_Chaturvedi,_Abhishek,_Bakalov,_Veli,_Leonardo,_Jody,_Rana,_Sandeep |journal: Medical_education_online |country: USA |institution: Sidney_Kimmel_Medical_College
Linha 666 |claim_uid: 3rpyfu |cord_uid: i33dndt8 |title: Medicine_and_surgery_residents’_perspectives_on_the_impact_of_COVID-19_on_graduate_medical_education |doi: 10.1080/10872981.2020.1818439 |numerical_claims: Meanwhile,_20%_(19_of_96)_agreed_that_the_outbreak_had_a_negative_impact_on_clinical_experience,_and_the_experience_could_not_be_made_up_in_the_future. |publish_time: 13/09/2020 |authors: Rana,_Tanvi,_Hackett,_Christopher,_Quezada,_Timothy,_Chaturvedi,_Abhishek,_Bakalov,_Veli,_Leonardo,_Jody,_Rana,_Sandeep |journal: Medical_education_online |country: USA |institution: Sidney_Kimmel_Medical_College
Linha 667 |claim_uid: 3btyxf |cord_uid: i33dndt8 |title: Medicine_and_surgery_residents’_perspectives_on_the_impact_of_COVID-19_on_graduate_medical_education |doi: 10.1080/10872981.2020.1818439 |numerical_claims: Among_surgery_residents_specifically,_50%_(13_of_26)_believed_that_the_COVID-19_crisis_had_a_negative_impact_on_their_surgical_training,_but_that_the_experience_could_be_made_up_in_the_future,_35%_(9_of_26)_agreed_that_the_outbreak_had_a_negative_impact_on_their_surgical_training,_and_the_experience_could_not_be_made_up_in_the_future,_and_15%_(4_of_26)_indicated_'no_impact'. |publish_time: 13/09/2020 |authors: Rana,_Tanvi,_Hackett,_Christopher,_Quezada,_Timothy,_Chaturvedi,_Abhishek,_Bakalov,_Veli,_Leonardo,_Jody,_Rana,_Sandeep |journal: Medical_education_online |country: USA |institution: Sidney_Kimmel_Medical_College
Linha 668 |claim_uid: 7pkmjq |cord_uid: i33dndt8 |title: Medicine_and_surgery_residents’_perspectives_on_the_impact_of_COVID-19_on_graduate_medical_education |doi: 10.1080/10872981.2020.1818439 |numerical_claims: Additionally,_a_greater_proportion_of_residents_who_were_quarantined_(94%,_15_of_16)_wanted_online_lectures_to_continue_The_results_of_this_survey_study_suggest_that_there_are_positive_and_negative_outcomes_to_consider_when_assessing_the_impact_of_the_COVID-19_crisis_on_graduate_medical_education. |publish_time: 13/09/2020 |authors: Rana,_Tanvi,_Hackett,_Christopher,_Quezada,_Timothy,_Chaturvedi,_Abhishek,_Bakalov,_Veli,_Leonardo,_Jody,_Rana,_Sandeep |journal: Medical_education_online |country: USA |institution: Sidney_Kimmel_Medical_College
Linha 208 |claim_uid: 9zykel |cord_uid: phamryrr |title: Feasibility_of_a_High-Volume_Filter_Sampler_for_Detecting_SARS-CoV-2_RNA_in_COVID-19_Patient_Rooms |doi: 10.1093/annweh/wxab100 |numerical_claims: Three_samples_from_the_C-19W_exhibited_a_spike_in_particle_concentration_(size_range_0.265-0.425_m),_but_these_spikes_could_not_be_linked_to_any_specific_event_due_to_observers_not_being_present_in_the_room_during_the_time_of_sampling. |publish_time: 14/11/2021 |authors: Wilson,_Amanda_M,_Kaur,_Kamaljeet,_Jones,_Rachael_M,_Kelly,_Kerry_E |journal: Ann_Work_Expo_Health |country: USA |institution: University_of_Utah
Linha 192 |claim_uid: 4vdsrl |cord_uid: jwpb0c5r |title: Optimal_strategies_to_screen_health_care_workers_for_COVID-19_in_the_US:_a_cost-effectiveness_analysis |doi: 10.1186/s12962-021-00336-x |numerical_claims: Not_screening_ten_HCWs_in_later_stages_of_clinical_disease_leads_to_0.003_additional_infections_and_0.0003_lost_QALYs,_and_generates_a_net_cost_of_$11_due_to_susceptible_HCWs_acquiring_SARS-CoV-2_(Table_4). |publish_time: 15/01/2022 |authors: Maya,_Sigal,_Padda,_Guntas,_Close,_Victoria,_Wilson,_Trevor,_Ahmed,_Fareeda,_Marseille,_Elliot,_Kahn,_James_G. |journal: Cost_Eff_Resour_Alloc |country: USA |institution: University_of_California_San_Francisco
Linha 193 |claim_uid: 1bitck |cord_uid: jwpb0c5r |title: Optimal_strategies_to_screen_health_care_workers_for_COVID-19_in_the_US:_a_cost-effectiveness_analysis |doi: 10.1186/s12962-021-00336-x |numerical_claims: While_testing_strategies_that_include_Ag_or_IgG_tests_provide_some_minor_health_benefits_compared_to_no_test,_these_benefits_are_so_small_that_Not_screening_asymptomatic_HCWs_leads_to_0.03_new_infections,_0.002_QALYs_lost_and_$104_in_net_costs_per_ten_HCWs_(Table_5). |publish_time: 15/01/2022 |authors: Maya,_Sigal,_Padda,_Guntas,_Close,_Victoria,_Wilson,_Trevor,_Ahmed,_Fareeda,_Marseille,_Elliot,_Kahn,_James_G. |journal: Cost_Eff_Resour_Alloc |country: USA |institution: University_of_California_San_Francisco
Linha 194 |claim_uid: 6xtelf |cord_uid: jwpb0c5r |title: Optimal_strategies_to_screen_health_care_workers_for_COVID-19_in_the_US:_a_cost-effectiveness_analysis |doi: 10.1186/s12962-021-00336-x |numerical_claims: Both_PCR-only_and_IgG_+_PCR_screening_are_slightly_more_effective_than_Ag-only,_however_they_have_significantly_higher_net_costs_leading_to_large_ICERs_of_$8-13_million_per_QALY_gained. |publish_time: 15/01/2022 |authors: Maya,_Sigal,_Padda,_Guntas,_Close,_Victoria,_Wilson,_Trevor,_Ahmed,_Fareeda,_Marseille,_Elliot,_Kahn,_James_G. |journal: Cost_Eff_Resour_Alloc |country: USA |institution: University_of_California_San_Francisco
Linha 195 |claim_uid: 3fdhea |cord_uid: jwpb0c5r |title: Optimal_strategies_to_screen_health_care_workers_for_COVID-19_in_the_US:_a_cost-effectiveness_analysis |doi: 10.1186/s12962-021-00336-x |numerical_claims: Among_the_testing_strategies_analyzed,_PCR_testing_is_the_dominant_approach_for_HCWs_who_started_seeing_COVID-19_symptoms_in_the_past_1-14_days,_whereas_Ag_tests_should_be_preferred_for_asymptomatic_HCWs. |publish_time: 15/01/2022 |authors: Maya,_Sigal,_Padda,_Guntas,_Close,_Victoria,_Wilson,_Trevor,_Ahmed,_Fareeda,_Marseille,_Elliot,_Kahn,_James_G. |journal: Cost_Eff_Resour_Alloc |country: USA |institution: University_of_California_San_Francisco
Linha 209 |claim_uid: 2klcsh |cord_uid: 7ecme7kv |title: Reinfection_with_SARS-CoV-2_among_previously_infected_healthcare_personnel_and_first_responders |doi: 10.1093/cid/ciab952 |numerical_claims: However,_NAAT_testing_data_among_frequently_tested_cohorts_suggest_that_the_duration_of_viral_shedding_is_<90_days_in_immunocompetent_persons. |publish_time: 15/11/2021 |authors: Akinbami,_Lara_J,_Biggerstaff,_Brad_J,_Chan,_Philip_A,_McGibbon,_Emily,_Pathela,_Preeti,_Petersen,_Lyle_R |journal: Clin_Infect_Dis |country: USA |institution: National_Center_for_Health_Statistics
Linha 210 |claim_uid: 5bqfta |cord_uid: 7ecme7kv |title: Reinfection_with_SARS-CoV-2_among_previously_infected_healthcare_personnel_and_first_responders |doi: 10.1093/cid/ciab952 |numerical_claims: While_full_immunity_would_not_have_been_achieved_until_up_to_5_weeks_later_among_the_first_to_be_vaccinated_(2_weeks_after_the_second_dose),_vaccine-derived_immunity_may_have_impacted_observed_results_in_Rhode_Island,_which_had_a_longer_observation_period. |publish_time: 15/11/2021 |authors: Akinbami,_Lara_J,_Biggerstaff,_Brad_J,_Chan,_Philip_A,_McGibbon,_Emily,_Pathela,_Preeti,_Petersen,_Lyle_R |journal: Clin_Infect_Dis |country: USA |institution: National_Center_for_Health_Statistics
Linha 211 |claim_uid: 8whzmt |cord_uid: 7ecme7kv |title: Reinfection_with_SARS-CoV-2_among_previously_infected_healthcare_personnel_and_first_responders |doi: 10.1093/cid/ciab952 |numerical_claims: Current_CDC_guidance_notes_seroconversion_may_take_up_to_3_weeks. |publish_time: 15/11/2021 |authors: Akinbami,_Lara_J,_Biggerstaff,_Brad_J,_Chan,_Philip_A,_McGibbon,_Emily,_Pathela,_Preeti,_Petersen,_Lyle_R |journal: Clin_Infect_Dis |country: USA |institution: National_Center_for_Health_Statistics
Linha 431 |claim_uid: 3pymrw |cord_uid: i7elb7j2 |title: A_case_report_of_COVID-19_infection_and_management_during_pregnancy |doi: 10.1177/2050313x211015899 |numerical_claims: Oxygen_therapy_via_high_flow_nasal_cannula_or_face_mask_can_be_used_for_patients_with_oxygen_saturation_less_than_or_equal_to_95%_on_room_air. |publish_time: 16/05/2021 |authors: Ogamba,_Ifeoma,_Chuang,_Linus,_Panarelli,_Erin,_Zilberman,_Dimitry |journal: SAGE_Open_Med_Case_Rep |country: USA |institution: Danbury_Hospital
Linha 626 |claim_uid: 6modiz |cord_uid: y5t1n6nn |title: Risk_Factors_for_Intensive_Care_Unit_Admission_and_In-hospital_Mortality_among_Hospitalized_Adults_Identified_through_the_U.S._Coronavirus_Disease_2019_(COVID-19)-Associated_Hospitalization_Surveillance_Network_(COVID-NET) |doi: 10.1093/cid/ciaa1012 |numerical_claims: The_hospitals_that_contributed_cases_to_this_analysis_represented_43%_of_all_the_hospitals_under_surveillance,_therefore,_our_findings_may_not_be_representative_of_the_entire_COVID-NET_population_or_all_adults_hospitalized_with_COVID-19_in_the_United_States. |publish_time: 16/07/2020 |authors: Kim,_Lindsay,_Garg,_Shikha,_O’Halloran,_Alissa,_Whitaker,_Michael,_Pham,_Huong,_Anderson,_Evan_J,_Armistead,_Isaac,_Bennett,_Nancy_M,_Billing,_Laurie,_Como-Sabetti,_Kathryn,_Hill,_Mary,_Kim,_Sue,_Monroe,_Maya_L,_Muse,_Alison,_Reingold,_Arthur_L,_Schaffner,_William,_Sutton,_Melissa,_Talbot,_H_Keipp,_Torres,_Salina_M,_Yousey-Hindes,_Kimberly,_Holstein,_Rachel,_Cummings,_Charisse,_Brammer,_Lynette,_Hall,_Aron_J,_Fry,_Alicia_M,_Langley,_Gayle_E |journal: Clin_Infect_Dis |country: USA |institution: CDC_COVID-NET_Team
Linha 17 |claim_uid: 4hfgcx |cord_uid: x49e0312 |title: REDIAL-2020:_A_Suite_of_Machine_Learning_Models_to_Estimate_Anti-SARS-CoV-2_Activities |doi: 10.26434/chemrxiv.12915779 |numerical_claims: Given_that_the_fraction_of_active_3CL_compounds_filtered_would_have_been_30%,_the_logP/logS_filters_were_not_applied. |publish_time: 16/09/2020 |authors: KC,_Govinda,_Bocci,_Giovanni,_Verma,_Srijan,_Hassan,_Mahmudulla,_Holmes,_Jayme,_Yang,_Jeremy,_sirimulla,_suman,_Oprea,_Tudor_I. |journal: ChemRxiv |country: USA |institution: The_University_of_Texas_at_El_Paso
Linha 18 |claim_uid: 6fldeb |cord_uid: x49e0312 |title: REDIAL-2020:_A_Suite_of_Machine_Learning_Models_to_Estimate_Anti-SARS-CoV-2_Activities |doi: 10.26434/chemrxiv.12915779 |numerical_claims: For_example,_there_were_9_times_more_inactives_than_actives_and_3_times_more_non-cytotoxic_compounds_than_cytotoxic_compounds_for_the_CPE_and_cytotoxicity_assays,_respectively. |publish_time: 16/09/2020 |authors: KC,_Govinda,_Bocci,_Giovanni,_Verma,_Srijan,_Hassan,_Mahmudulla,_Holmes,_Jayme,_Yang,_Jeremy,_sirimulla,_suman,_Oprea,_Tudor_I. |journal: ChemRxiv |country: USA |institution: The_University_of_Texas_at_El_Paso
Linha 19 |claim_uid: 5sopyc |cord_uid: x49e0312 |title: REDIAL-2020:_A_Suite_of_Machine_Learning_Models_to_Estimate_Anti-SARS-CoV-2_Activities |doi: 10.26434/chemrxiv.12915779 |numerical_claims: Future_developments_of_REDIAL-2020_could_include_additional_ML_models_based_on,_e.g.,_newly_released_TMPRSS2_inhibition_assay_34_data_from_the_NCATS_COVID19_portal,_and_perhaps_other_assay_data_as_they_become_available_in_the_public_domain. |publish_time: 16/09/2020 |authors: KC,_Govinda,_Bocci,_Giovanni,_Verma,_Srijan,_Hassan,_Mahmudulla,_Holmes,_Jayme,_Yang,_Jeremy,_sirimulla,_suman,_Oprea,_Tudor_I. |journal: ChemRxiv |country: USA |institution: The_University_of_Texas_at_El_Paso
Linha 956 |claim_uid: 9wybup |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: As_the_most_abundant_serum_immunoglobulin,_immunoglobulin_G_(IgG)_represents_10-20%_of_total_plasma_protein. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 957 |claim_uid: 6tvkmy |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: Conversely,_FcRn_deficiency_in_settings_such_as_familial_hypercatabolic_hypoproteinemia_can_substantially_increase_the_rate_of_circulating_IgG_catabolism,_resulting_in_31-36%_daily_turnover_and_lower_homeostatic_serum_concentrations. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 958 |claim_uid: 2sfzib |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: Considering_that_a_substantial_fraction_of_total_IgG_resides_in_the_extravascular_space_(_50%),_local_variation_in_endothelial_FcRn_trafficking_may_significantly_affect_IgG_tissue_distribution. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 959 |claim_uid: 9tdmec |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: Data_support_a_general_transfer_hierarchy_of_IgG_subclasses,_which_is_believed_to_be_IgG1_>_IgG4_>_IgG3_>_IgG2,_although_deviation_from_this_hierarchy_in_regard_to_IgG2,_IgG3,_and_IgG4_transport_has_been_reported_across_study_populations. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 960 |claim_uid: 4vhunp |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: As_one_might_expect,_binding_between_FcRn_and_IgG_is_critical_to_this_transfer:_a_recombinant_H435A-bearing_IgG1_with_undetectable_affinity_for_human_FcRn_exhibited_a_90%_reduction_in_transfer_rate_ex_vivo. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
Linha 961 |claim_uid: 6uortc |cord_uid: kg784tz1 |title: In_Translation:_FcRn_across_the_Therapeutic_Spectrum |doi: 10.3390/ijms22063048 |numerical_claims: Clinically,_FcRn_downregulation_has_been_associated_with_poor_prognosis_in_patients_with_non-small_cell_lung_cancer,_where_FcRn_protein_levels_in_cancerous_tissues_can_be_as_low_as_25%_of_protein_levels_in_adjacent_non-cancerous_tissues. |publish_time: 17/03/2021 |authors: Qi,_Timothy,_Cao,_Yanguang |journal: Int_J_Mol_Sci |country: USA |institution: ZZZZ
